race,credit_score,zipcode,will_default
white,627,71206,False
black,517,71206,True
black,631,71206,False
black,502,71206,False
white,848,71202,False
asian,589,71204,True
black,614,71204,False
hispanic,548,71204,True
hispanic,535,71205,True
hispanic,715,71200,False
black,466,71204,True
hispanic,295,71204,True
asian,681,71201,False
asian,667,71202,False
hispanic,628,71202,False
white,672,71205,False
white,674,71202,False
black,469,71206,True
white,738,71204,False
white,537,71205,True
white,748,71201,False
asian,846,71201,False
asian,579,71204,False
white,673,71202,False
asian,714,71200,False
black,417,71200,True
white,589,71206,False
black,710,71205,False
black,667,71206,True
hispanic,447,71201,True
asian,732,71203,False
black,455,71206,False
black,692,71207,False
white,498,71203,False
black,461,71206,True
white,504,71205,True
hispanic,777,71203,False
asian,411,71206,True
white,376,71203,True
white,583,71203,True
asian,623,71201,False
hispanic,593,71204,True
hispanic,579,71205,False
asian,863,71202,False
white,408,71202,True
white,583,71202,False
white,667,71202,True
asian,698,71201,False
white,771,71200,False
asian,649,71200,False
hispanic,507,71205,True
white,395,71203,True
hispanic,687,71204,False
black,830,71207,False
white,763,71203,False
asian,753,71201,False
asian,835,71204,False
white,746,71202,False
hispanic,737,71205,False
hispanic,636,71204,False
black,604,71203,True
white,696,71200,False
white,673,71204,False
hispanic,613,71204,False
hispanic,581,71201,False
asian,583,71201,True
white,552,71202,True
hispanic,423,71204,True
black,370,71206,True
asian,677,71200,False
hispanic,682,71200,False
hispanic,728,71200,False
asian,798,71206,False
white,602,71204,False
hispanic,345,71204,True
white,476,71203,False
hispanic,459,71205,True
asian,590,71204,True
white,656,71203,False
white,666,71203,False
black,617,71205,True
white,701,71202,False
hispanic,357,71204,True
white,756,71203,False
white,747,71201,False
asian,705,71202,False
asian,603,71201,True
black,610,71202,False
hispanic,530,71204,True
white,536,71203,True
hispanic,660,71204,False
asian,554,71201,False
white,676,71202,False
black,669,71207,True
asian,572,71200,True
asian,707,71204,False
asian,616,71200,False
white,774,71205,False
hispanic,391,71204,True
white,819,71203,False
black,620,71204,False
asian,727,71202,False
white,642,71203,True
white,295,71202,True
hispanic,393,71204,True
asian,800,71200,False
hispanic,475,71205,True
asian,665,71203,True
asian,623,71200,False
white,683,71203,False
asian,726,71204,False
black,342,71206,False
white,648,71202,True
white,648,71201,True
hispanic,558,71205,False
asian,392,71202,True
white,797,71207,False
asian,573,71206,False
hispanic,576,71203,True
white,730,71203,False
white,660,71200,False
white,812,71200,False
hispanic,691,71202,False
white,750,71204,False
white,739,71202,False
white,808,71203,False
white,694,71203,False
white,666,71203,False
black,468,71207,True
black,359,71207,True
white,745,71202,False
white,282,71201,True
white,408,71205,True
black,538,71203,True
black,613,71206,False
black,369,71207,True
white,510,71200,True
hispanic,590,71202,False
asian,755,71200,False
black,551,71206,True
asian,612,71201,False
asian,441,71204,False
white,502,71203,True
asian,751,71200,False
white,704,71207,False
hispanic,772,71205,True
asian,842,71200,False
asian,712,71206,False
white,758,71206,False
asian,737,71200,False
asian,730,71207,False
black,417,71206,True
black,341,71206,True
hispanic,571,71204,True
hispanic,778,71205,True
black,640,71207,True
hispanic,572,71205,True
white,678,71200,True
white,698,71202,False
asian,689,71201,False
white,614,71202,True
asian,734,71201,False
hispanic,519,71202,True
black,450,71207,True
black,640,71207,False
asian,690,71202,False
asian,654,71201,False
black,564,71202,True
asian,738,71202,False
white,683,71202,False
white,784,71204,False
white,782,71206,False
white,594,71207,False
asian,562,71204,False
black,625,71206,False
black,570,71206,True
white,683,71202,False
black,494,71206,False
asian,773,71200,False
black,419,71207,True
white,666,71200,False
hispanic,546,71206,False
white,674,71203,True
white,757,71201,False
white,804,71205,False
black,403,71207,True
black,529,71206,False
asian,656,71200,False
white,710,71203,False
asian,825,71202,False
hispanic,506,71202,False
asian,788,71203,False
hispanic,834,71202,False
white,705,71202,False
white,679,71203,True
black,673,71206,False
white,431,71203,True
white,484,71201,True
white,682,71204,False
white,482,71200,False
asian,609,71206,False
asian,523,71202,False
white,669,71201,True
black,522,71207,True
black,610,71202,False
white,432,71202,True
black,720,71207,False
asian,690,71201,False
black,407,71204,True
asian,846,71200,False
white,699,71201,False
asian,538,71201,False
white,423,71203,True
hispanic,422,71205,True
black,636,71206,False
hispanic,415,71200,True
white,641,71200,False
asian,808,71202,False
white,626,71201,False
white,728,71202,False
black,616,71207,False
asian,477,71202,False
white,715,71203,True
white,628,71200,False
hispanic,459,71206,False
asian,575,71206,False
white,770,71203,False
white,606,71206,False
hispanic,574,71204,False
black,443,71207,True
hispanic,596,71200,False
white,760,71200,True
white,650,71203,False
white,715,71202,False
white,657,71201,False
black,572,71206,True
asian,508,71201,True
white,681,71202,False
hispanic,361,71203,True
hispanic,879,71200,False
black,407,71206,True
white,664,71206,False
white,363,71203,True
white,635,71200,False
hispanic,537,71204,False
black,685,71202,False
white,486,71202,False
hispanic,569,71205,False
hispanic,446,71205,True
white,419,71203,True
white,647,71203,True
black,357,71207,False
white,682,71200,False
white,501,71203,True
hispanic,717,71204,False
asian,602,71200,False
white,638,71200,True
white,700,71203,False
black,541,71204,True
asian,475,71200,True
black,427,71205,True
white,833,71204,False
asian,784,71200,False
black,479,71204,True
white,532,71203,False
white,706,71204,True
asian,786,71201,False
black,493,71207,True
hispanic,664,71206,True
black,543,71204,True
hispanic,746,71206,False
white,562,71204,False
asian,557,71204,True
black,460,71204,True
hispanic,700,71205,True
hispanic,413,71205,True
white,749,71201,False
white,758,71203,False
asian,752,71200,True
black,662,71206,True
hispanic,612,71205,False
hispanic,561,71204,False
white,731,71202,False
asian,641,71201,False
hispanic,559,71204,True
asian,812,71206,False
white,544,71203,True
hispanic,519,71206,True
asian,687,71200,False
hispanic,532,71205,True
white,698,71206,False
asian,804,71200,False
hispanic,613,71204,False
hispanic,634,71204,False
white,601,71200,False
white,741,71207,False
black,531,71207,True
white,668,71202,False
asian,713,71206,False
hispanic,736,71204,False
white,688,71203,True
hispanic,667,71202,False
hispanic,445,71205,True
black,468,71205,True
asian,419,71202,True
white,853,71203,False
white,295,71202,True
black,636,71206,True
asian,749,71201,False
black,443,71207,True
white,839,71204,False
black,717,71202,False
black,643,71204,False
hispanic,754,71206,False
white,709,71202,False
white,812,71205,False
asian,713,71201,False
hispanic,642,71207,False
white,708,71200,False
asian,806,71200,False
white,600,71204,False
white,811,71206,False
asian,566,71200,False
asian,423,71200,True
white,579,71202,False
hispanic,490,71206,False
asian,767,71202,False
asian,749,71200,False
asian,461,71201,True
white,733,71205,False
white,697,71202,False
hispanic,333,71205,True
black,357,71203,True
asian,688,71203,True
white,750,71202,False
black,451,71207,True
black,668,71206,False
white,663,71202,False
asian,810,71200,False
asian,589,71202,False
hispanic,749,71204,False
hispanic,613,71204,True
hispanic,307,71205,True
hispanic,736,71202,False
hispanic,461,71204,True
hispanic,589,71203,False
black,526,71207,True
black,324,71207,True
asian,582,71200,False
black,521,71206,True
white,678,71202,False
white,672,71200,False
asian,684,71207,False
white,762,71203,False
black,544,71206,True
black,530,71207,False
black,592,71205,False
hispanic,341,71204,True
asian,725,71201,False
white,800,71202,False
white,695,71200,False
hispanic,664,71204,False
asian,710,71202,False
white,708,71202,False
black,446,71205,True
asian,630,71202,False
hispanic,671,71202,False
white,592,71202,False
white,710,71202,False
white,590,71203,True
hispanic,867,71207,False
hispanic,519,71205,True
black,624,71206,False
hispanic,805,71206,False
black,702,71207,False
hispanic,278,71205,True
black,453,71206,False
white,610,71202,False
hispanic,539,71204,True
black,385,71202,True
hispanic,744,71205,False
asian,804,71201,False
asian,668,71204,False
asian,491,71203,True
hispanic,316,71205,True
black,294,71206,True
asian,522,71206,False
white,805,71203,False
white,727,71203,False
white,783,71204,False
black,681,71207,True
white,610,71202,False
white,784,71202,False
hispanic,565,71206,True
white,745,71200,False
asian,443,71200,True
white,611,71200,False
white,732,71202,False
white,725,71202,False
white,431,71202,True
black,378,71207,True
black,743,71205,True
white,754,71203,True
white,744,71203,True
black,679,71206,False
black,284,71207,True
asian,776,71200,False
asian,682,71201,False
asian,856,71201,False
hispanic,505,71205,True
white,680,71202,True
asian,628,71202,False
white,730,71202,False
black,354,71207,True
asian,649,71202,False
white,775,71206,False
white,740,71203,False
white,744,71202,False
white,628,71203,False
black,618,71202,True
white,655,71202,False
black,609,71205,True
white,301,71207,True
black,460,71206,True
white,788,71203,False
white,604,71201,False
asian,799,71201,False
white,467,71202,True
white,507,71202,False
white,423,71200,True
black,497,71206,True
white,618,71202,False
white,645,71202,True
hispanic,446,71207,True
asian,711,71203,False
asian,768,71204,False
hispanic,594,71206,False
black,782,71202,False
asian,816,71200,False
asian,773,71201,False
black,353,71207,True
white,640,71202,True
black,532,71207,True
white,721,71206,False
white,585,71202,False
white,555,71200,True
hispanic,434,71205,True
asian,841,71203,False
white,785,71203,True
hispanic,803,71204,False
asian,638,71200,False
white,581,71200,True
asian,558,71205,False
asian,625,71206,False
hispanic,423,71204,False
black,425,71206,True
hispanic,826,71204,False
black,589,71202,False
white,836,71200,False
white,654,71206,False
black,414,71204,True
white,542,71203,False
hispanic,494,71205,True
hispanic,665,71202,False
black,668,71205,False
hispanic,470,71204,True
hispanic,518,71207,False
black,586,71206,True
hispanic,393,71206,True
asian,764,71200,False
hispanic,908,71204,True
white,655,71204,False
asian,578,71200,True
white,640,71202,True
black,345,71204,True
asian,680,71202,False
hispanic,555,71200,False
asian,657,71200,False
hispanic,463,71204,False
hispanic,592,71206,True
asian,753,71201,False
hispanic,596,71204,False
white,623,71206,False
white,744,71203,False
asian,713,71200,False
hispanic,590,71205,False
white,355,71202,False
white,873,71203,False
white,618,71202,True
white,660,71200,False
white,613,71200,True
white,724,71202,False
black,610,71207,False
white,420,71202,True
hispanic,553,71203,True
black,629,71207,True
black,302,71206,True
hispanic,546,71204,True
white,651,71203,False
white,751,71203,False
black,584,71206,True
black,499,71207,True
hispanic,810,71204,False
asian,608,71203,False
black,472,71206,True
asian,520,71201,True
white,774,71202,True
black,643,71202,False
white,612,71202,False
hispanic,658,71204,False
black,353,71207,True
hispanic,501,71201,True
white,650,71205,False
black,367,71204,True
asian,688,71201,True
hispanic,464,71204,True
white,701,71202,False
asian,740,71202,False
asian,825,71206,False
hispanic,576,71206,False
black,295,71207,True
hispanic,569,71205,True
asian,396,71200,True
white,413,71203,True
white,643,71203,False
black,678,71206,True
hispanic,830,71204,False
hispanic,553,71204,True
white,433,71205,True
black,599,71204,False
asian,752,71206,False
hispanic,619,71204,False
asian,635,71200,False
asian,670,71200,False
asian,630,71201,True
white,778,71203,False
hispanic,348,71202,True
white,711,71205,False
asian,687,71200,False
white,632,71200,True
hispanic,504,71205,True
white,687,71203,True
asian,582,71205,False
hispanic,323,71205,True
white,634,71203,False
asian,684,71204,False
black,606,71204,False
white,769,71206,False
asian,628,71201,False
hispanic,406,71207,True
black,514,71207,True
asian,801,71204,False
white,629,71200,False
white,694,71202,False
hispanic,519,71205,False
asian,715,71205,False
asian,662,71206,False
white,582,71202,False
black,464,71204,True
hispanic,654,71204,True
hispanic,509,71204,True
white,684,71203,False
white,353,71202,True
asian,729,71207,False
asian,818,71200,False
white,673,71203,False
white,366,71201,True
black,587,71207,True
white,772,71202,False
asian,569,71200,True
white,629,71202,False
asian,395,71201,True
asian,697,71201,False
white,558,71202,True
hispanic,572,71202,False
black,460,71206,False
black,618,71207,True
asian,596,71201,True
black,462,71207,True
white,672,71200,False
hispanic,338,71205,True
black,407,71206,False
asian,326,71201,True
asian,705,71204,False
black,440,71205,True
white,751,71207,True
white,415,71203,False
hispanic,691,71206,True
white,639,71203,False
asian,638,71206,True
black,486,71205,True
white,773,71206,False
hispanic,425,71205,True
asian,687,71200,False
black,406,71206,True
hispanic,594,71207,True
asian,754,71204,False
asian,728,71201,False
asian,787,71202,False
hispanic,597,71205,False
hispanic,363,71204,True
asian,712,71200,False
asian,794,71202,False
black,535,71205,True
white,710,71203,False
asian,728,71203,False
white,595,71200,False
black,581,71205,False
black,528,71207,True
white,779,71203,False
hispanic,340,71204,True
black,400,71205,True
black,395,71206,True
white,669,71206,False
asian,733,71200,False
white,416,71202,False
black,440,71207,True
asian,612,71201,False
white,741,71201,False
hispanic,601,71204,True
black,441,71206,True
black,481,71207,True
white,660,71201,True
asian,666,71206,False
white,647,71202,True
white,668,71202,False
white,749,71202,False
white,707,71204,True
black,317,71206,True
asian,796,71200,False
hispanic,666,71204,False
asian,613,71201,True
asian,746,71203,False
black,671,71200,False
white,750,71204,False
black,556,71206,True
black,464,71206,True
black,472,71201,True
white,803,71203,False
asian,568,71201,False
white,817,71203,False
black,384,71206,True
hispanic,761,71204,False
asian,670,71201,False
hispanic,425,71200,False
black,613,71204,True
white,620,71202,True
asian,745,71207,False
hispanic,531,71204,True
white,771,71207,False
hispanic,651,71202,False
asian,600,71206,False
white,754,71202,True
white,613,71203,False
black,503,71204,False
asian,623,71200,False
asian,756,71200,False
asian,783,71206,False
black,579,71206,True
white,820,71200,False
black,354,71206,True
asian,631,71200,False
asian,622,71201,False
white,898,71203,False
white,409,71200,True
asian,667,71204,False
black,344,71204,True
white,645,71202,False
white,724,71202,False
black,587,71207,True
asian,739,71201,False
asian,520,71200,False
white,673,71203,False
hispanic,321,71205,True
asian,592,71205,True
asian,680,71202,False
white,785,71204,False
white,740,71200,False
white,784,71202,False
asian,441,71200,True
white,856,71204,False
asian,675,71206,False
white,669,71203,True
black,474,71205,True
white,749,71202,False
asian,743,71201,False
white,699,71202,False
hispanic,484,71206,True
hispanic,559,71201,True
black,343,71204,False
asian,655,71204,False
asian,566,71205,False
white,769,71206,False
asian,622,71200,False
hispanic,571,71204,False
black,554,71204,False
white,858,71200,False
black,582,71202,False
white,648,71203,False
asian,758,71200,False
asian,614,71200,False
hispanic,321,71204,True
white,573,71203,True
white,721,71206,False
asian,785,71201,False
asian,599,71202,False
hispanic,627,71204,False
white,710,71202,False
asian,688,71201,True
white,764,71202,False
hispanic,576,71200,True
white,547,71203,True
black,650,71207,True
hispanic,474,71204,True
asian,786,71200,False
asian,641,71202,False
hispanic,373,71204,True
white,588,71202,False
white,695,71200,False
black,668,71206,False
white,329,71201,True
hispanic,779,71205,False
hispanic,796,71202,False
white,597,71206,False
black,621,71205,True
black,594,71204,False
hispanic,577,71204,False
hispanic,627,71204,True
black,350,71207,True
hispanic,782,71206,False
hispanic,675,71202,False
black,449,71207,True
hispanic,570,71205,True
hispanic,806,71204,False
black,582,71207,False
white,619,71200,True
hispanic,382,71205,True
white,734,71203,False
asian,706,71204,False
white,713,71200,False
asian,779,71200,False
hispanic,530,71205,True
hispanic,826,71205,False
